business_id,name,categories,stars,review_count,address,city,state,latitude,longitude
aAdGIK9ewmiWtGzIcrQgNA,Gran Agave,"Restaurants, Mexican",3.5,214,5924 Providence Rd,Riverview,FL,27.8944444366,-82.3180296645
OEzYP44ER97a1hi4LgR6bA,QDOBA Mexican Eats,"Event Planning & Services, Restaurants, Mexican, Fast Food, Caterers",3.5,44,1054 Baltimore Pike,Springfield,PA,39.9145256557,-75.3438321455
dj84zlrBW3CKjcH8vCkXZQ,Blueprint Coffee,"Food, Coffee & Tea, Coffee Roasteries",4.5,70,4206 Watson Rd,St Louis,MO,38.5936486,-90.3013223
1ZRGRUd3y5a8vrgUyzMcnQ,Jaco Juice and Taco,"Mexican, Juice Bars & Smoothies, Restaurants, Food, Breakfast & Brunch, Acai Bowls",4.0,130,8 W Gay St,West Chester,PA,39.9603702,-75.605488
jQBPO3rYkNwIaOdQS5ktgQ,The Fountain On Locust,"Ice Cream & Frozen Yogurt, Food, American (New), Art Galleries, Shopping, Cocktail Bars, Arts & Entertainment, Restaurants, Nightlife, Chocolatiers & Shops, Specialty Food, Bars",4.5,1010,3037 Locust St,Saint Louis,MO,38.636198412,-90.2230380318
zYy9lS8HlpbCHsGPmORTfA,Twisted Roots,"Bars, Pubs, Restaurants, Nightlife, Food, Breweries, Brewpubs, Burgers",4.5,46,3690 Forest Park Ave,St. Louis,MO,38.6336134157,-90.2377156531
yHQVSV0OEaKuWgJZKCl2bQ,Russell Stover Candies,"Candy Stores, Chocolatiers & Shops, Desserts, Specialty Food, Ice Cream & Frozen Yogurt, Bakeries, Food",4.5,7,11697 Manchester Rd,Des Peres,MO,38.600786,-90.426639
h8iDZcXLDicI_Wg8fwl-ig,Ybor City Food Tours,"Cuban, Restaurants, Food Tours, Yelp Events, Tours, Educational Services, Hotels & Travel, Education, Local Flavor",4.5,15,"1600 E 7th Ave, Meeting Location",Tampa,FL,27.960471175,-82.441660943
YHlZCtNLplWoXK_eoOs9-g,Florida Avenue Brewing Co.,"Restaurants, Event Planning & Services, Beer, Wine & Spirits, Venues & Event Spaces, Food, Breweries",4.0,136,2029 Arrowgrass Dr,Wesley Chapel,FL,28.1862569,-82.3674802
zYty3y2eQZQfdCSzyUUbzw,Valley Shepherd Creamery,"American (New), Grocery, Specialty Food, Cheese Shops, Food, Restaurants",4.5,32,51 N 12th St,Philadelphia,PA,39.953168623,-75.1589321091
Jc6MxMyCLp4DMfN4C1t1aQ,Pepo's Cuban Cafe,"Cuban, Restaurants",4.0,135,9939 4th St N,St. Petersburg,FL,27.863139,-82.6384169
HMQ1HMB6r__ol7tSaiNvfg,Yolk - Monument Circle,"American (Traditional), Restaurants, Breakfast & Brunch, Food, Coffee & Tea, Cafes",3.5,104,111 Monument Cir,Indianapolis,IN,39.769678,-86.156556
AOlB9GRr5v89k_Gof3b_DA,Hobnobber Cafe,"Southern, Cajun/Creole, Restaurants",4.5,30,5928 W Metairie Ave,Metairie,LA,29.983473,-90.199623
xs5gxwXz1QFlWy62XAH-9Q,Newk's Eatery,"Pizza, American (New), American (Traditional), Salad, Restaurants, Sandwiches, Delis",3.5,99,"535 Cool Springs Blvd, Ste 120",Franklin,TN,35.9472374,-86.8228578
D392vqhMjDPkHw1U8p66Uw,Maryland Avenue Sub Shop,"Sandwiches, Restaurants, Cheesesteaks",4.0,15,623 Maryland Ave,Wilmington,DE,39.7380955,-75.565708
8-AIbFaP6GP9BwHZdclBog,Oh Yoko!,"Specialty Food, Restaurants, Ethnic Food, Japanese, Food, Sushi Bars",4.0,108,"Pine Tree Plz, 1428 Marlton Pike E",Cherry Hill,NJ,39.9110535,-74.9915109
MgezKZ0Fp250omk3EAgnjw,7 Layers Bakery,"Food Delivery Services, Food, Desserts, Bakeries, Event Planning & Services, Caterers",4.0,44,26306 Wesley Chapel Blvd,Lutz,FL,28.2229374075,-82.3815837287
c6r29yLfVhZaSyrtsNVLRQ,The Palace of Indian,"Restaurants, Indian",4.0,88,1533 S 11th St,Philadelphia,PA,39.9299499,-75.1629175
fBO0Cb-tbx5fvaWsp4sKtw,Affton Diner,"American (Traditional), Diners, Breakfast & Brunch, Restaurants",3.5,83,10020 Gravois Rd,Saint Louis,MO,38.5504597196,-90.3339651113
I6L0Zxi5Ww0zEWSAVgngeQ,Cafe Beignet on Bourbon Street,"Sandwiches, Breakfast & Brunch, Cajun/Creole, Cafes, Food, Restaurants, Donuts",3.5,1066,311 Bourbon St,New Orleans,LA,29.955845,-90.0684361
O1gJVygW6UVgKCpErmYZfw,Subway Restaurants,"Restaurants, Fast Food, Sandwiches",2.5,7,1710 Marsh Rd,Wilmington,DE,39.801018,-75.5060555
sGLDJ4V4ezZZemFHCa0z_g,Cantina Los Tres Hombres,"Restaurants, Mexican, Seafood, Bars, Nightlife",3.0,94,"1180 Scheels Dr, Ste B 111",Sparks,NV,39.5310198,-119.7227454
lwdkX7KcibM4mDqpDfK7JA,Kalamatas - Green Hills,"Caterers, Specialty Food, Mediterranean, Moroccan, Restaurants, Event Planning & Services, Greek, Food",3.5,153,3764 Hillsboro Pike,Nashville,TN,36.108847,-86.8114334
uz0Af3aczwENPY48UUEY0Q,Valente’s Cucina,"Italian, Farmers Market, Tapas/Small Plates, Specialty Food, Restaurants, Pasta Shops, Personal Chefs, Food, Event Planning & Services, Sandwiches, Caterers, Modern European",5.0,45,7 Kings Ct,Haddonfield,NJ,39.897279,-75.031978
SIoCIxjn4jLt2O-4DajWJw,Mac's Tavern,"Nightlife, Restaurants, American (New), Bars, Pubs",3.5,446,226 Market St,Philadelphia,PA,39.949794,-75.144739
5RzJ2bjU8bLSaN5SuiUpYA,Plat 99,"Event Planning & Services, Art Galleries, Hotels, Arts & Entertainment, Hotels & Travel, Lounges, Bars, Shopping, Food, Nightlife, Coffee & Tea",4.5,206,333 S Delaware St,Indianapolis,IN,39.761769,-86.154336
ybV0nDR-u198rCO8PXST3Q,Saint Louis Hop Shop,"Bars, Pubs, Beer, Wine & Spirits, Nightlife, Food",5.0,46,2600 Cherokee St,St Louis,MO,38.5932184,-90.2256624
3l5bv6_5WNc4NtMiTOESSw,Spaz Beverage,"Beer, Wine & Spirits, Food, Tobacco Shops, Shopping",4.5,13,1015 W Chester Pike,West Chester,PA,39.9683535,-75.5775893
8F6OsZYrl3LbR17teMJWJQ,Sonic Drive-In,"Fast Food, Burgers, Hot Dogs, Food, Ice Cream & Frozen Yogurt, Restaurants",3.0,20,6308 Charlotte Pike,Nashville,TN,36.1455565,-86.872195
9Pvwx_IfQgQL4ykmlGV6yA,P.F. Chang's,"Asian Fusion, Chinese, Gluten-Free, Restaurants, Vietnamese",3.0,243,510 Germantown Pike,Plymouth Meeting,PA,40.1163224545,-75.2837920189
CKKY7kxtznKVzm9FBzAL4w,Little Caesars Pizza,"Food, Italian, Pizza, Restaurants",2.0,14,2500 Foulk Rd,Wilmington,DE,39.8252423566,-75.4990676847
PjWv-WZKYtkKbqOG0y83ZQ,Thien An Restaurant,"Vietnamese, Restaurants",4.0,25,7304 101 Avenue NW,Edmonton,AB,53.5414485,-113.4403158
vC2qm1y3Au5czBtbhc-DNw,Sushi Teri,"Restaurants, Sushi Bars",3.0,167,970 Linden Ave,Carpinteria,CA,34.3985268,-119.5184755
kKPJLiHIr9Gd9sYs3GhxDQ,Brick & Mortar,"Nightlife, Bars, American (New), Restaurants, Wine Bars",4.5,421,539 Central Ave,Saint Petersburg,FL,27.7713489,-82.6410526
QA1wjE4gcIPP_AuBjB_Y9Q,Target,"Department Stores, Shopping, Food, Furniture Stores, Fashion, Electronics, Home & Garden, Grocery",3.0,23,800 Rock Hill Dr,Bensalem,PA,40.135718,-74.961605
AjzEFdI4hheVodEJZLLJzA,Asados Al Carbon,"Colombian, Event Planning & Services, Latin American, Specialty Food, Food Delivery Services, Caterers, Ethnic Food, Barbeque, Cafes, Food, Soup, Breakfast & Brunch, Spanish, Restaurants",3.0,26,7212 N Armenia Ave,Tampa,FL,28.0150284,-82.4857457
3kiB39JzdovdlOhQj-nMCw,Pho Hoa Noodle Soup,"Restaurants, Vietnamese",3.5,116,1111 S 11th St,Philadelphia,PA,39.9366969,-75.1614094
pEkkIn1bhyACFb8vwvMxwg,Chappy's Restaurant,"Cajun/Creole, Restaurants, Seafood",4.5,53,6106 Magazine St,New Orleans,LA,29.9227416615,-90.1236833632
z680Aylt8wN2KAeFM1hy-A,Chatham Tap Mass. Ave.,"Bars, British, Pubs, Nightlife, Pizza, Restaurants, Chicken Wings",4.0,427,719 Massachusetts Ave,Indianapolis,IN,39.7766084,-86.1463714
ri1v4DsR33yeH9SK4Jz4gA,Sarcone's Deli,"Restaurants, Delis, Sandwiches",2.0,6,2100 S Eagle Rd,Newtown,PA,40.2301483,-74.9405212
xsYbbmEfbeob2y1qcsojtw,King of Pizza,"Restaurants, Pizza",3.0,53,3 S White Horse Pike,Berlin,NJ,39.7974594,-74.9328195
y9yUyB9qldKaibuhJkC39w,Trader Joe's,"Flowers & Gifts, Food, Florists, Shopping, Specialty Food, Grocery, Beer, Wine & Spirits",4.0,91,171 E Swedesford Rd,Wayne,PA,40.0734346,-75.4336403
nJ4RKwRgkGiD4fE0QAg5mg,Saloon 151,"Barbeque, American (New), Beer Gardens, Nightlife, Restaurants",3.0,117,151 W Gay St,West Chester,PA,39.959524812,-75.6076141074
_mM29ipaSjYo4zJZkswZiA,Elevation Coffee Roasters,"Food, Tea Rooms, Internet Cafes, Coffee & Tea, Coffee Roasteries",5.0,31,"4952 Northdale Blvd, Ste 101",Tampa,FL,28.1056223211,-82.5312846143
9_g3DU-5BnpTH1DC1kIe-w,ICED by Betsy,"Food, Bakeries, Desserts, Coffee & Tea",5.0,26,145 Main St,Royersford,PA,40.1834664628,-75.5436979313
Gw6dXkEHFRCisEsigmeJtg,Tompkins Riverside,"American (New), Food, Bars, Nightlife, Event Planning & Services, Venues & Event Spaces, Beer, Wine & Spirits, Cocktail Bars, Restaurants",4.0,124,500 S Main St,Saint Charles,MO,38.7777223,-90.482883
9kNwVP9V3e5NVbTSNsUN4w,Miguel's Latin Market,"Ethnic Food, Specialty Food, Meat Shops, Delis, Grocery, Food, Restaurants, Cuban",4.0,12,2128 Mariner Blvd,Spring Hill,FL,28.4636494,-82.540694
OZ0t8PySiJGxpyGWPOpL6A,Don & Bert's Custard Stand,"Food, Ice Cream & Frozen Yogurt, Burgers, Cheesesteaks, Restaurants",4.0,24,635 W Broad St,Paulsboro,NJ,39.8269311,-75.2541271
SySSMQNIfXN4KZyMtEukEw,Boizao,"Steakhouses, Brazilian, Restaurants, Food",3.5,66,4606 Boy Scout Blvd,Tampa,FL,27.9592681,-82.5228184
5YsyW95SpCiLhpYYuZ3GBQ,Burgerrito,"Food, Restaurants, Mexican, Food Trucks",3.5,34,,Tucson,AZ,32.2107257,-110.8850949
p3Vbzk03kNiI0tr181qamA,California Pizza Kitchen,"American (New), Restaurants, American (Traditional), Pizza",3.0,49,"49 West Maryland Street, Suite 104",Indianapolis,IN,39.766304,-86.159322
i_5PaxI8DK9EErsHBdwP1A,Tiffin-Etc,"Restaurants, Indian",3.0,21,712 W Girard Ave,Philadelphia,PA,39.9701516,-75.1488281
uamAUnL4ox5uXvjquY9wLg,Applebee's Grill + Bar,"Bars, Nightlife, American (Traditional), Restaurants, Chicken Wings, Burgers, Steakhouses, Sports Bars",2.5,32,419 North Broadway,Pennsville,NJ,39.678551,-75.495753
a2MBcILvTHHd2PBYm912sA,The Crystal Room,"French, Restaurants",2.5,11,833 Poydras St,New Orleans,LA,29.9502687626,-90.0728665376
IkLp51a_x_0CPlg0qMEqNg,PennePazze,"Italian, Restaurants",4.5,152,3826 Charlotte Ave,Nashville,TN,36.1527701,-86.8328937
t_cuDiHAB7w7gha2i5VcuA,Blue Horse Restaurant & Tavern,"Restaurants, American (New)",2.0,5,602 Skippack Pike,Blue Bell,PA,40.152209,-75.266844
9ouyziwYpSvJzlLFpukSgA,Chipotle Mexican Grill,"Mexican, Fast Food, Restaurants",3.0,88,3700 Park Blvd N,Pinellas Park,FL,27.8388019441,-82.6846666245
PXQGiGwBqfFuO81BFB3LHg,Beautiful Shades,"Soul Food, African, Restaurants, American (Traditional)",4.0,13,4718 Century Plaza Rd,Indianapolis,IN,39.8357998,-86.243381
R6YhZypd362pEJvl1jN0EA,House of Blues Restaurant & Bar,"Restaurants, American (New), Burgers, Southern",4.0,165,225 Decatur St,New Orleans,LA,29.9533917957,-90.0662829
LQcGL4hfJAeK6bk2ZdhmXw,Aqui Con El Nene,"Fast Food, Restaurants, Mexican, Food Stands, Hot Dogs",4.5,322,4415 N Flowing Wells Rd,Tucson,AZ,32.28682634,-110.9950735
fMsfxOQR01YZPRCnqoNuww,Northwest Coffee Roasting Company,"Food, Coffee & Tea, Cafes, Sandwiches, Restaurants",3.5,65,8401 Maryland Ave,Clayton,MO,38.6534324,-90.3477503
ymy2ykGH2kjcPIitZQkkUg,Kurry Xpress,"Vegetarian, Pakistani, Indian, Restaurants, Halal",4.0,46,10069 E Adamo Dr,Tampa,FL,27.941878835,-82.3376758397
lPrP8gnPk3496WYAZUI0YQ,El Tumi Peruvian Restaurant,"Restaurants, Seafood, Peruvian, Latin American",3.5,83,585 E Moana Ln,Reno,NV,39.4933266,-119.7900715
peL7F35gY6nXuXDD-08LAA,Asian Kitchen,"Restaurants, Chinese, Asian Fusion",4.0,51,30611 US Hwy 19 N,Palm Harbor,FL,28.0512845,-82.7362063
NNllvvGX8ucSsyJBEWaG-w,H20℃,"Bubble Tea, Food, Ice Cream & Frozen Yogurt",4.0,12,13520 University Plaza St,Tampa,FL,28.0705294,-82.429778
buhO8vRCaEoNvlxU0AJRpQ,Starbucks,"Food, Coffee & Tea, Restaurants",2.5,28,401 S Dale Mabry Hwy,Tampa,FL,27.9410445,-82.5061125
Bu5sh0AVuv5qTpH7pm7wuA,Katie's Meat and Three,"American (Traditional), Restaurants",4.0,8,10 Arcade,Nashville,TN,36.1643251362,-86.7796141528
AsuCvLDKNati-J0J-3q5ZA,The Donut Refinery,"Donuts, Food",4.0,79,"12525 Old Meridian St, Ste 140",Carmel,IN,39.9687184205,-86.1499392051
iEcpWrcU2TmV4RU-e-pVUg,Gwendolyn Lee Cakery,"Cupcakes, Bakeries, Food",4.0,7,624 Main St,Beech Grove,IN,39.7218726,-86.0896518
cpsKyZKCLpTMmu0YQsbIsg,Wendy's,"Burgers, Fast Food, Restaurants",2.0,24,6900 Walnut Street,Upper Darby,PA,39.9562148,-75.2582743
pj8Y-5vfbRitnnm2xJFH9w,Jamaican Jerk Hut,"Caribbean, Restaurants",2.5,276,1436 South St,Philadelphia,PA,39.944275,-75.166787
QOLZ390GGFEBpnky2oNjjA,Be-a-Bella,"Ice Cream & Frozen Yogurt, Flowers & Gifts, Food, Candy Stores, Shopping, Art Galleries, Specialty Food, Arts & Entertainment, Gift Shops",4.5,10,6510 112 Avenue,Edmonton,AB,53.5647674,-113.4388154
Jx2AoB_IQOUrZ3s6fdAUSA,Sips Specialty Coffee House,"Coffee & Tea, Food, Internet Cafes, Cafes, Restaurants",4.5,219,6118 Gunn Hwy,Tampa,FL,28.0632446,-82.5503918
Xn9XOYqXa4IHdHnaZr9JAA,Bubba Tea & Cafe,"Juice Bars & Smoothies, Restaurants, Sandwiches, Food, Coffee & Tea",3.5,11,417 N 10th St,Saint Louis,MO,38.6303586,-90.1942555
8K73iRrUIXcwTB5SKetptQ,Sushi-Haru,"Japanese, Restaurants, Seafood, Sushi Bars",3.5,63,3817 Northdale Blvd,Tampa,FL,28.0943138,-82.5041143
YwxnKaMrUVtBygE8kagsVw,Jimmy John's,"Delis, Fast Food, Restaurants, Sandwiches",2.5,21,2402 N Meridian St,Indianapolis,IN,39.8005401,-86.1570927
YiGw-_idlbUXLmUaEAsi8A,Don Day,"Restaurants, Korean, Specialty Food, Imported Food, Food, Ethnic Food",4.0,13,"3212 Parsons Road, Suite 101",Edmonton,AB,53.4645246,-113.4867566
XpTNCVbO5wL1DtDyKzKqfA,Holmesburg Bakery,"Restaurants, Food, Bakeries",4.0,79,7935 Frankford Ave,Philadelphia,PA,40.0410115,-75.0284172
WsuKE8d5d107GYFPi9HCsg,StilL 630,"Cocktail Bars, Food, Nightlife, Bars, Distilleries",4.5,41,1000 S 4th St,Saint Louis,MO,38.6166398,-90.1927833
NA3oFJQBle5iulhYu2b1tA,Isaacs World Famous,"Hot Dogs, Restaurants, Burgers, Chicken Wings",4.0,44,7801 N Nebraska Ave,Tampa,FL,28.0184918,-82.4510935
mpVN_c2VeliyNcljZFgUSg,Aldo's Ristorante Italiano,"Diners, Pizza, Italian, Restaurants, Seafood",4.0,74,1456 Buck Rd,Holland,PA,40.2059745,-74.95347
WM5oG8uHlAnjcSvl-HArrQ,Little Road Farm Stand,"Food Stands, Restaurants, Food",4.0,5,3533 Little Rd,New Port Richey,FL,28.2093537,-82.6662655
t3uOJKilXAzO7vC2B83RZg,Abruzzi Pizza,"Restaurants, Pizza",3.0,55,4011 Edgmont Ave,Brookhaven,PA,39.872541,-75.3871996
7EhTT4iEuA7JaaWA-eI3Qw,Seasons Cafe & Bakery,"Food, Bakeries, Asian Fusion, Vietnamese, Restaurants, Specialty Food, Delis, Sandwiches, Bubble Tea, Soup",4.0,292,7261 US Hwy 19 N,Pinellas Park,FL,27.838462,-82.682464
-lhHSR1Aws4CyYC1XOPVTw,Louis Pappas Fresh Greek,"Greek, Restaurants, Sandwiches, Cafes, Salad",4.0,156,3409 W Bay To Bay Blvd,Tampa,FL,27.9200036,-82.4994284
HpfGp2rmWvJKvfhql7zPAw,Noble Roman's Pizza,"Restaurants, Pizza",3.0,6,135 W Market St,Indianapolis,IN,39.7685184,-86.1611237
fYXCk6Usfd2wzyaBBIM4dw,Rasavat,"Restaurants, Indian",5.0,28,9321 Krewstown Rd,Philadelphia,PA,40.0859735,-75.0463612
R07rb3FN2QoRIbB6r6HDxQ,Tastee Restaurant,"Breakfast & Brunch, Donuts, Restaurants, Food, Sandwiches",4.5,141,3130 Loyola Dr,Kenner,LA,30.0115110652,-90.2661487145
p7C2l6MyJLq9lKMmUhjqMg,Papa John's Pizza,"Pizza, Restaurants",3.0,18,3460 East Lake Rd,Palm Harbor,FL,28.0615217,-82.707124
kQRB8RNwd7cEMcURTS-I7A,Sabrina's Café,"American (Traditional), Restaurants, Cafes, Comfort Food, Vegetarian, Breakfast & Brunch, American (New)",4.0,570,714 Haddon Ave,Collingswood,NJ,39.9159547157,-75.0684280694
SCBYAipfLtclqn5psCyIpQ,Applebee's Grill + Bar,"Nightlife, American (New), Restaurants, Sports Bars, Bars, American (Traditional), Steakhouses, Burgers",2.5,38,4651 Commercial Way,Spring Hill,FL,28.496026,-82.596027
iCKF72z3fqRTF1vxdBZINQ,Village Pub & Beer Garden,"American (Traditional), Food, American (New), Bars, Restaurants, Nightlife, Beer, Wine & Spirits",4.0,260,1308 McGavock Pike,Nashville,TN,36.2043436,-86.7247994
v9D3inGP2LaibM0VMufaXg,Coco Thai Bistro,"Thai, Restaurants",4.0,142,231 Haverford Ave,Narberth,PA,40.0057545,-75.2607604
r7WwdseoJpfna4a57qeiag,Chipotle Mexican Grill,"Fast Food, Restaurants, Mexican",3.0,50,"12697 N Pennsylvania St, Ste 100",Carmel,IN,39.972526,-86.1545574432
-kGUmgyeYcNDcuEr4FoVeA,Black Rock Pizza,"Pizza, Event Planning & Services, Caterers, Restaurants",4.0,169,2855 N McCarran Blvd,Sparks,NV,39.5552506,-119.7535886
LqF5QiIm89Ea9wtc0cdPCA,Dugout Bar,"Dive Bars, American (Traditional), Nightlife, Restaurants, Bars",4.0,128,621 Virginia Ave,Indianapolis,IN,39.7582445,-86.1464579
m1ohyfs8gcS9X-ZQ3Coj2Q,Chez Yasmine,"Food, Street Vendors, Food Trucks, Specialty Food",4.0,37,3740 Spruce St,Philadelphia,PA,39.9510399,-75.1989093
NF8sBMLJaLvYe5nsS92YcQ,Ben's BBQ and Beer,"Sandwiches, Barbeque, Bars, Beer Bar, Nightlife, Restaurants",3.5,29,3499 Street Rd,Bensalem,PA,40.1255792,-74.9622877
cXEx8dhmoFZcsJjXS2lLuQ,The Pasta House,"Italian, Specialty Food, Restaurants, Pasta Shops, Food",3.5,51,9012 Gravois Ave,Saint Louis,MO,38.555204,-90.313131
1P4ojqt6KpyIppTeh6r3Dw,ACME Markets,"Shopping, Food, Drugstores, Grocery",2.5,28,400 W Cuthbert Blvd,Westmont,NJ,39.907448,-75.058785
SjA4XGt_vsea8KiESkWI_w,Wicked Smoke Bar B Que,"American (Traditional), Sandwiches, Restaurants, Barbeque",4.5,17,951 N Illinois Rt 3,Waterloo,IL,38.3594312773,-90.1544447
6LCZLGa09Qifn6rG7-DNrg,Erawan Thai Cuisine,"Thai, Restaurants",3.5,180,925 Arch St,Philadelphia,PA,39.953793,-75.155832
ju1qrGJ1mcc1sc2oRX7X5g,West Coast Taco Truck,"Street Vendors, Food Trucks, Mexican, Restaurants, Food Stands, Food",3.5,58,831 Broad Ripple Ave,Indianapolis,IN,39.869476,-86.1436545
BDYL4lMlT6fpKgiNlJRclA,Red Lobster,"Seafood, American (Traditional), Restaurants",3.0,79,110 Ludwig Dr,Fairview Heights,IL,38.600549,-89.992023
wMti5VLmoqnEce1VQILUNg,Eclipse Brewing,"Food, Breweries",5.0,53,25 E Park Ave,Merchantville,NJ,39.9524541763,-75.0471065193
WfZ7KkYL1eIO3ZrNeASYJw,Verchio's Produce Outlet,"Restaurants, Delis",3.5,32,272 Hurffville Crosskeys Rd,Sewell,NJ,39.7241447,-75.0495698
DrRnV4gN7tkdrgBmG6Y7OA,El Salvadoreno Pupuseria Restaurant,"Latin American, Salvadoran, Restaurants",3.5,29,6 White Horse Pike,Clementon,NJ,39.8127092,-74.986529
H2PeFXGraLSJDmt7BGNOlg,Aloha Poke Bowl,"Seafood, Japanese, Poke, Food, Restaurants, Hawaiian",4.0,25,542 Haddon Ave,Collingswood,NJ,39.9176059732,-75.0733814276
bRF8nyWgzrzhQ31NoflMBA,Cafe Cioccolato,"Coffee & Tea, Wedding Planning, Food, Bakeries, Party & Event Planning, Desserts, Beer, Wine & Spirits, Specialty Food, Venues & Event Spaces, Restaurants, Chocolatiers & Shops, Event Planning & Services",4.5,20,816 Olive St,Saint Louis,MO,38.628419,-90.193352
1NM_by6H29DNqJwQWIliZw,Urban Oasis Hydroponic Farm,"Farmers Market, Food, Shopping, Home & Garden, Nurseries & Gardening, Hydroponics",5.0,6,5416 W Linebaugh Ave,Tampa,FL,28.0398446,-82.5351976
RgAUDZXDJYwz7BI6u9aP5w,Reeds American Table,"American (New), Restaurants",4.5,372,7322 Manchester Rd,Maplewood,MO,38.6128297,-90.318067
P_x9fEz8efemqOIV46S0tg,Red Mesa Restaurant,"Bars, Cuban, Wine Bars, Nightlife, Tex-Mex, Restaurants, Latin American, Mexican",4.0,585,4912 4th St N,St Petersburg,FL,27.8168717,-82.6389697
3m72qrDirMZDOhaG3FR6HQ,Pancheros Mexican Grill,"Restaurants, Tex-Mex, Mexican",3.5,97,910 Haddonfield Berlin,Voorhees Township,NJ,39.848349,-74.976908
_kSaLnFZIEpOZEg6ZIxKvQ,High Point Cafe,"Coffee & Tea, Creperies, Bakeries, Cafes, Food, Restaurants",4.0,28,1925 Fairmount Ave,Philadelphia,PA,39.9673949,-75.1696764
iJOwwuhHP_0BCHmpmJ8l4Q,McDonald's,"Fast Food, Food, Restaurants, Coffee & Tea, Burgers",2.0,15,5945 Woodland Ave,Philadelphia,PA,39.9307946183,-75.2276433154
WDXC3W5lDt2pK2qvw6ds3Q,Tortugas Mexican Eatery,"Food, Mexican, Restaurants, Desserts",3.0,106,305 2nd Ave,Collegeville,PA,40.180349,-75.454371
5xokROlB8Zo5T-_qbHzsrQ,Buddy Brew Coffee ,"Food, Coffee & Tea",4.0,459,2020 W Kennedy Blvd,Tampa,FL,27.944552,-82.480744
8G4mt9y5mRg161XBs-hePw,Izakaya Ren,"Food, Korean, Sushi Bars, Restaurants, Japanese",4.0,121,2948 Dougherty Ferry Rd,Valley Park,MO,38.5684398,-90.4749003
O_KX1Z4ZXMv0OVvQ9e8pNQ,Kiwi Yogurt,"Food, Ice Cream & Frozen Yogurt, Desserts",3.5,14,Rt 100 And State St,Pottstown,PA,40.2653193,-75.6498147
B2TRCYPklp7a8Ipcz5y-BA,Halal Gyro King,"Food Trucks, Halal, Food, Street Vendors, Sandwiches, Middle Eastern, Food Stands, Restaurants",4.5,24,1 S 12th St,Philadelphia,PA,39.95187,-75.159913
-v0JE4wW_4Xs6C3WT2XgDA,Burger King,"Restaurants, Fast Food, Food, Burgers",1.5,21,2402 N Alvernon Way,Tucson,AZ,32.251002044,-110.909460783
EaTbY8HFwwF7i3SjVbHGYw,Montecito Wine Bistro,"Restaurants, Farmers Market, Bars, American (New), Food, Nightlife, Wine Bars, Beer, Wine & Spirits",4.0,142,516 San Ysidro Rd,Montecito,CA,34.4373228188,-119.6313193337
IwqFmo-RJs15WvA8PVHFnA,Madre - Boutique Taqueria,"Mexican, Food, Event Planning & Services, Breakfast & Brunch, Beer, Wine & Spirits, Personal Chefs, Restaurants, Tacos",4.5,141,1034 S La Pointe St,Boise,ID,43.6079160867,-116.2129873037
P0yKtQ4cFjNTY1X2CIdzBw,Grand Hyatt Tampa Bay,"Hotels & Travel, Event Planning & Services, Restaurants, American (New), Hotels",4.0,246,2900 Bayport Dr,Tampa,FL,27.9651702134,-82.5500947185
b3bTU1phXWm6WYV8NpWnnA,Pete's Pizza & Italian Grill,"Restaurants, Italian",3.5,11,604 W Kings Hwy,Mount Ephraim,NJ,39.8801247,-75.0936229
Nd_3fSvYDCjM8YJdBx4Y9w,Melt Down Grilled Cheese,"Restaurants, Desserts, Comfort Food, Sandwiches, Food",4.0,89,522 W Lancaster Ave,Wayne,PA,40.045122,-75.4037589
cBp1fn2LXpSHe4VbTXLYEw,Bab Café - Reno,"Restaurants, Cafes, Korean, Gluten-Free, Comfort Food, Vegetarian, Vegan, Chicken Wings",4.5,470,"303 W 3rd St, Ste 130",Reno,NV,39.5281099,-119.8169346
fzZxqe9XAtKrx10959x1Rg,Oh So Good,"Asian Fusion, Barbeque, Sandwiches, Restaurants, Soul Food, Delis, Food, Desserts, American (New), Breakfast & Brunch, Buffets, American (Traditional)",3.5,15,1900 Market St,Philadelphia,PA,39.9530859,-75.1722814
wqj6JquckEOs1h7rs376kQ,Pho King,"Restaurants, Vietnamese",4.0,58,9103 118th Avenue,Edmonton,AB,53.570101,-113.481466
rd5OW7v_vqlh6vVoQdLEhQ,Posto Sano Foods,"Restaurants, Pizza, Sandwiches, Italian",4.5,45,"6370 N Campbell Ave, Ste 170",Tucson,AZ,32.3219639,-110.9281706
3PlpoDgeAQAreL8FM2LelA,Kauboi Izakaya,"Sushi Bars, Pubs, Gastropubs, Japanese, Restaurants, Czech, Nightlife, Bars",4.0,312,1286 S Virginia St,Reno,NV,39.5118968857,-119.806008659
Modl9uEaNLB_gkrvDxGFCg,Rita's Italian Ice,"Ice Cream & Frozen Yogurt, Food, Desserts, Shaved Ice",3.5,6,1811 Cinnaminson Ave,Cinnaminson,NJ,39.9893718746,-75.0118546669
wAUkOyvAoyE6F7zuQ3g_UA,Flow State CoffeeBar,"Gelato, Restaurants, Cafes, Food, Coffee & Tea",5.0,25,2413 Frankford Ave,Philadelphia,PA,39.981907,-75.127012
cp3pRJJuQo0urJZm2inr_A,Veekoo,"Restaurants, Asian Fusion, Japanese, Chinese",4.0,160,333 10th Ave,Royersford,PA,40.1966292847,-75.5329163118
